player_id,player,team,minutes,goals,assists,shots,np_xg,key_passes,progressive_passes,progressive_carries,tackles,interceptions,pressures,aerials_won,aerials_total,dribbles_completed,through_balls,crosses,per90,goals_p90,assists_p90,shots_p90,np_xg_p90,key_passes_p90,progressive_passes_p90,progressive_carries_p90,tackles_p90,interceptions_p90,pressures_p90,aerials_won_p90,dribbles_completed_p90,through_balls_p90,crosses_p90,aerial_win_pct,source,depth,season,competition
16003,Fernando Francisco Reges,Manchester City,1724,2,0,16,2.7646557860000005,5,151,28,61,46,416,37,37,20,2,0,0.052204176334106726,0.1,0.0,0.84,0.14,0.26,7.88,1.46,3.18,2.4,21.72,1.93,1.04,0.1,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
19288,Martín Gastón Demichelis,Manchester City,1034,0,0,5,0.301806504,4,188,42,23,26,119,44,44,5,0,0,0.08704061895551257,0.0,0.0,0.44,0.03,0.35,16.36,3.66,2.0,2.26,10.36,3.83,0.44,0.0,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
20287,John Terry,Chelsea,2017,1,0,10,1.154272665,3,240,17,28,27,116,65,65,1,0,0,0.04462072384729797,0.04,0.0,0.45,0.05,0.13,10.71,0.76,1.25,1.2,5.18,2.9,0.04,0.0,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
4738,Lee Tomlin,AFC Bournemouth,306,0,0,4,0.22449919000000002,7,29,16,4,0,80,6,6,4,1,0,0.29411764705882354,0.0,0.0,1.18,0.07,2.06,8.53,4.71,1.18,0.0,23.53,1.76,1.18,0.29,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
4632,Stephen Ireland,Stoke City,258,0,1,3,0.383392195,7,55,5,10,5,82,5,5,4,1,2,0.3488372093023256,0.0,0.35,1.05,0.13,2.44,19.19,1.74,3.49,1.74,28.6,1.74,1.4,0.35,0.7,100.0,statsbomb,event-level,2015/2016,Premier League
42901,Osazemwinde Peter Odemwingie,Stoke City,110,0,0,2,0.080638808,0,11,6,3,3,36,1,1,1,0,3,0.8181818181818182,0.0,0.0,1.64,0.07,0.0,9.0,4.91,2.45,2.45,29.45,0.82,0.82,0.0,2.45,100.0,statsbomb,event-level,2015/2016,Premier League
3062,Aaron Cresswell,West Ham United,3370,2,4,27,0.8002924176000002,41,842,84,44,38,337,58,58,16,2,93,0.026706231454005934,0.05,0.11,0.72,0.02,1.09,22.49,2.24,1.18,1.01,9.0,1.55,0.43,0.05,2.48,100.0,statsbomb,event-level,2015/2016,Premier League
3293,Jesse Lingard,Manchester United,1654,4,1,31,3.1945610810000002,14,133,103,39,20,395,6,6,12,6,22,0.05441354292623942,0.22,0.05,1.69,0.17,0.76,7.24,5.6,2.12,1.09,21.49,0.33,0.65,0.33,1.2,100.0,statsbomb,event-level,2015/2016,Premier League
3316,James Tomkins,West Ham United,1977,0,0,8,0.5013403207,10,423,46,67,21,271,58,58,5,2,13,0.04552352048558422,0.0,0.0,0.36,0.02,0.46,19.26,2.09,3.05,0.96,12.34,2.64,0.23,0.09,0.59,100.0,statsbomb,event-level,2015/2016,Premier League
3349,Michail Antonio,West Ham United,2078,8,3,56,5.604933744000001,19,292,110,50,51,341,59,59,59,3,56,0.04331087584215592,0.35,0.13,2.43,0.24,0.82,12.65,4.76,2.17,2.21,14.77,2.56,2.56,0.13,2.43,100.0,statsbomb,event-level,2015/2016,Premier League
3600,Morgan Schneiderlin,Manchester United,2257,1,0,11,1.210289647,9,315,58,68,63,510,38,38,19,1,5,0.03987594151528578,0.04,0.0,0.44,0.05,0.36,12.56,2.31,2.71,2.51,20.34,1.52,0.76,0.04,0.2,100.0,statsbomb,event-level,2015/2016,Premier League
3623,Adrián San Miguel del Castillo,West Ham United,2914,0,0,0,0.0,0,879,46,0,0,2,0,0,1,0,0,0.03088538091969801,0.0,0.0,0.0,0.0,0.0,27.15,1.42,0.0,0.0,0.06,0.0,0.03,0.0,0.0,,statsbomb,event-level,2015/2016,Premier League
3684,Cheikhou Kouyaté,West Ham United,3069,5,2,46,5.4474834229999995,14,262,111,92,47,542,113,113,32,3,15,0.02932551319648094,0.15,0.06,1.35,0.16,0.41,7.68,3.26,2.7,1.38,15.89,3.31,0.94,0.09,0.44,100.0,statsbomb,event-level,2015/2016,Premier League
3843,Angelo Obinze Ogbonna,West Ham United,2358,0,0,6,0.514565924,2,335,40,48,46,238,88,88,6,4,0,0.03816793893129771,0.0,0.0,0.23,0.02,0.08,12.79,1.53,1.83,1.76,9.08,3.36,0.23,0.15,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
3874,Mark Noble,West Ham United,3261,7,4,34,4.019765458,43,544,82,93,46,603,18,18,28,6,16,0.027598896044158234,0.19,0.11,0.94,0.11,1.19,15.01,2.26,2.57,1.27,16.64,0.5,0.77,0.17,0.44,100.0,statsbomb,event-level,2015/2016,Premier League
3897,Pedro Mba Obiang Avomo,West Ham United,1112,0,1,9,0.32550912800000004,2,144,15,43,17,286,35,35,9,3,4,0.08093525179856115,0.0,0.08,0.73,0.03,0.16,11.65,1.21,3.48,1.38,23.15,2.83,0.73,0.24,0.32,100.0,statsbomb,event-level,2015/2016,Premier League
3963,Victor Moses,West Ham United,976,1,2,21,1.8376268529999997,14,77,88,17,6,134,9,9,23,0,24,0.09221311475409837,0.09,0.18,1.94,0.17,1.29,7.1,8.11,1.57,0.55,12.36,0.83,2.12,0.0,2.21,100.0,statsbomb,event-level,2015/2016,Premier League
4271,Andy Carroll,West Ham United,1495,9,1,55,6.2845613779999985,14,101,12,9,5,164,163,163,10,4,8,0.06020066889632107,0.54,0.06,3.31,0.38,0.84,6.08,0.72,0.54,0.3,9.87,9.81,0.6,0.24,0.48,100.0,statsbomb,event-level,2015/2016,Premier League
4280,Winston Reid,West Ham United,2177,1,1,18,1.5801049459999998,4,307,70,49,41,248,66,66,2,0,0,0.04134129536058796,0.04,0.04,0.74,0.07,0.17,12.69,2.89,2.03,1.69,10.25,2.73,0.08,0.0,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
4587,Matteo Darmian,Manchester United,1949,1,0,7,0.18171003400000002,11,394,74,88,37,347,29,29,10,1,39,0.046177526936890714,0.05,0.0,0.32,0.01,0.51,18.19,3.42,4.06,1.71,16.02,1.34,0.46,0.05,1.8,100.0,statsbomb,event-level,2015/2016,Premier League
5264,Guillermo Varela Olivera,Manchester United,324,0,0,1,0.020327501,1,76,10,16,12,70,3,3,3,0,6,0.2777777777777778,0.0,0.0,0.28,0.01,0.28,21.11,2.78,4.44,3.33,19.44,0.83,0.83,0.0,1.67,100.0,statsbomb,event-level,2015/2016,Premier League
9648,Paddy McNair,Manchester United,318,0,0,3,0.1577341745,1,80,31,13,3,52,12,12,1,1,5,0.2830188679245283,0.0,0.0,0.85,0.04,0.28,22.64,8.77,3.68,0.85,14.72,3.4,0.28,0.28,1.42,100.0,statsbomb,event-level,2015/2016,Premier League
18414,Bastian Schweinsteiger,Manchester United,1227,1,0,12,1.3781854020000002,9,277,73,42,10,243,26,26,17,5,7,0.07334963325183375,0.07,0.0,0.88,0.1,0.66,20.32,5.35,3.08,0.73,17.82,1.91,1.25,0.37,0.51,100.0,statsbomb,event-level,2015/2016,Premier League
21254,Carl Jenkinson,West Ham United,1228,2,0,7,0.7927971646,6,292,51,29,8,141,25,25,4,0,23,0.0732899022801303,0.15,0.0,0.51,0.06,0.44,21.4,3.74,2.13,0.59,10.33,1.83,0.29,0.0,1.69,100.0,statsbomb,event-level,2015/2016,Premier League
27053,Alexandre Dimitri Song-Billong,West Ham United,666,0,0,6,0.215362981,8,113,36,38,4,200,9,9,10,2,3,0.13513513513513514,0.0,0.0,0.81,0.03,1.08,15.27,4.86,5.14,0.54,27.03,1.22,1.35,0.27,0.41,100.0,statsbomb,event-level,2015/2016,Premier League
27853,Mauro Matías Zárate,West Ham United,794,4,0,30,1.935043989,17,95,75,20,1,140,3,3,26,0,22,0.11335012594458438,0.45,0.0,3.4,0.22,1.93,10.77,8.5,2.27,0.11,15.87,0.34,2.95,0.0,2.49,100.0,statsbomb,event-level,2015/2016,Premier League
3490,James Morrison,West Bromwich Albion,1361,3,2,24,2.450218271,16,129,52,30,16,252,16,16,20,8,7,0.06612784717119764,0.2,0.13,1.59,0.16,1.06,8.53,3.44,1.98,1.06,16.66,1.06,1.32,0.53,0.46,100.0,statsbomb,event-level,2015/2016,Premier League
4747,Divock Okoth Origi,Liverpool,685,5,1,24,2.3073988329,9,27,44,5,0,143,7,7,12,1,16,0.13138686131386862,0.66,0.13,3.15,0.3,1.18,3.55,5.78,0.66,0.0,18.79,0.92,1.58,0.13,2.1,100.0,statsbomb,event-level,2015/2016,Premier League
40453,Segundo Víctor Ibarbo Guerrero,Watford,68,0,0,0,0.0,0,9,5,2,0,17,2,2,1,0,2,1.3235294117647058,0.0,0.0,0.0,0.0,0.0,11.91,6.62,2.65,0.0,22.5,2.65,1.32,0.0,2.65,100.0,statsbomb,event-level,2015/2016,Premier League
3464,James McArthur,Crystal Palace,2210,2,2,16,1.1789362576,19,210,54,51,38,516,41,41,20,2,6,0.04072398190045249,0.08,0.08,0.65,0.05,0.77,8.55,2.2,2.08,1.55,21.01,1.67,0.81,0.08,0.24,100.0,statsbomb,event-level,2015/2016,Premier League
50245,Marouane Chamakh,Crystal Palace,272,0,0,2,0.242332913,4,13,3,7,1,63,13,13,1,1,1,0.33088235294117646,0.0,0.0,0.66,0.08,1.32,4.3,0.99,2.32,0.33,20.85,4.3,0.33,0.33,0.33,100.0,statsbomb,event-level,2015/2016,Premier League
24888,Adam Federici,AFC Bournemouth,483,0,0,0,0.0,0,99,2,0,0,0,0,0,0,0,0,0.18633540372670807,0.0,0.0,0.0,0.0,0.0,18.45,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,statsbomb,event-level,2015/2016,Premier League
29382,Shaun MacDonald,AFC Bournemouth,31,0,0,0,0.0,0,3,1,1,0,7,0,0,1,0,1,2.903225806451613,0.0,0.0,0.0,0.0,0.0,8.71,2.9,2.9,0.0,20.32,0.0,2.9,0.0,2.9,,statsbomb,event-level,2015/2016,Premier League
3329,Cédric Ricardo Alves Soares,Southampton,2001,0,2,10,0.29418663200000006,23,583,50,69,21,351,31,31,28,4,95,0.044977511244377814,0.0,0.09,0.45,0.01,1.03,26.22,2.25,3.1,0.94,15.79,1.39,1.26,0.18,4.27,100.0,statsbomb,event-level,2015/2016,Premier League
3685,Jay Rodriguez,Southampton,365,0,0,15,1.0794803489999998,3,27,13,4,3,82,9,9,6,3,3,0.2465753424657534,0.0,0.0,3.7,0.27,0.74,6.66,3.21,0.99,0.74,20.22,2.22,1.48,0.74,0.74,100.0,statsbomb,event-level,2015/2016,Premier League
11062,Graziano Pellè,Southampton,2240,11,6,82,7.720267611,26,190,16,11,6,259,153,153,14,12,12,0.04017857142857143,0.44,0.24,3.29,0.31,1.04,7.63,0.64,0.44,0.24,10.41,6.15,0.56,0.48,0.48,100.0,statsbomb,event-level,2015/2016,Premier League
3726,Gerard Deulofeu Lázaro,Everton,1391,2,9,12,1.5518586585,28,299,173,14,14,204,1,1,36,6,88,0.06470165348670022,0.13,0.58,0.78,0.1,1.81,19.35,11.19,0.91,0.91,13.2,0.06,2.33,0.39,5.69,100.0,statsbomb,event-level,2015/2016,Premier League
42947,Leon Osman,Everton,234,0,0,3,0.246678815,0,23,8,2,2,49,0,0,1,0,3,0.38461538461538464,0.0,0.0,1.15,0.09,0.0,8.85,3.08,0.77,0.77,18.85,0.0,0.38,0.0,1.15,,statsbomb,event-level,2015/2016,Premier League
4804,Bradley Johnson,Norwich City,157,0,1,10,0.8057374274,3,22,2,7,1,30,7,7,3,1,2,0.5732484076433121,0.0,0.57,5.73,0.46,1.72,12.61,1.15,4.01,0.57,17.2,4.01,1.72,0.57,1.15,100.0,statsbomb,event-level,2015/2016,Premier League
10966,Wes Hoolahan,Norwich City,2010,4,7,26,3.5316950506000007,38,321,142,32,15,469,8,8,33,13,49,0.04477611940298507,0.18,0.31,1.16,0.16,1.7,14.37,6.36,1.43,0.67,21.0,0.36,1.48,0.58,2.19,100.0,statsbomb,event-level,2015/2016,Premier League
11124,Steven Whittaker,Norwich City,668,1,0,8,0.401340784,3,173,17,19,1,95,6,6,6,1,11,0.1347305389221557,0.13,0.0,1.08,0.05,0.4,23.31,2.29,2.56,0.13,12.8,0.81,0.81,0.13,1.48,100.0,statsbomb,event-level,2015/2016,Premier League
16334,Graham Dorrans,Norwich City,1300,0,1,16,0.6564015583,15,188,51,22,15,237,18,18,13,4,5,0.06923076923076923,0.0,0.07,1.11,0.05,1.04,13.02,3.53,1.52,1.04,16.41,1.25,0.9,0.28,0.35,100.0,statsbomb,event-level,2015/2016,Premier League
3101,Vincent Kompany,Manchester City,1193,2,0,11,0.750381515,3,271,47,21,21,96,39,39,8,0,1,0.07544006705783739,0.15,0.0,0.83,0.06,0.23,20.44,3.55,1.58,1.58,7.24,2.94,0.6,0.0,0.08,100.0,statsbomb,event-level,2015/2016,Premier League
3267,Luis Antonio Valencia Mosquera,Manchester United,876,0,3,5,0.1862707734,5,186,86,28,12,145,17,17,22,1,28,0.10273972602739725,0.0,0.31,0.51,0.02,0.51,19.11,8.84,2.88,1.23,14.9,1.75,2.26,0.1,2.88,100.0,statsbomb,event-level,2015/2016,Premier League
3602,Faustino Marcos Alberto Rojo,Manchester United,1268,0,1,8,0.291408441,9,425,54,44,19,225,46,46,1,0,43,0.07097791798107256,0.0,0.07,0.57,0.02,0.64,30.17,3.83,3.12,1.35,15.97,3.26,0.07,0.0,3.05,100.0,statsbomb,event-level,2015/2016,Premier League
4808,Andre Wisdom,Norwich City,822,0,0,2,0.117123414,5,199,27,21,10,60,13,13,5,0,14,0.10948905109489052,0.0,0.0,0.22,0.01,0.55,21.79,2.96,2.3,1.09,6.57,1.42,0.55,0.0,1.53,100.0,statsbomb,event-level,2015/2016,Premier League
3445,Radamel Falcao García Zárate,Chelsea,259,1,0,12,1.332758599,2,7,4,2,3,46,14,14,3,0,0,0.3474903474903475,0.35,0.0,4.17,0.46,0.69,2.43,1.39,0.69,1.04,15.98,4.86,1.04,0.0,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
3834,Ivan Toney,Newcastle United,8,0,0,0,0.0,0,1,0,0,0,3,1,1,0,0,0,11.25,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,33.75,11.25,0.0,0.0,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
9467,Timothy Michael Krul,Newcastle United,734,0,0,0,0.0,0,242,7,0,0,5,0,0,0,1,0,0.1226158038147139,0.0,0.0,0.0,0.0,0.0,29.67,0.86,0.0,0.0,0.61,0.0,0.0,0.12,0.0,,statsbomb,event-level,2015/2016,Premier League
16027,Kevin Mbabu,Newcastle United,149,0,0,1,0.036821686,1,36,6,11,2,42,4,4,3,0,2,0.6040268456375839,0.0,0.0,0.6,0.02,0.6,21.74,3.62,6.64,1.21,25.37,2.42,1.81,0.0,1.21,100.0,statsbomb,event-level,2015/2016,Premier League
42899,Gabriel Antoine Obertan,Newcastle United,285,0,1,3,0.114057279,2,22,13,8,3,35,5,5,2,0,8,0.3157894736842105,0.0,0.32,0.95,0.04,0.63,6.95,4.11,2.53,0.95,11.05,1.58,0.63,0.0,2.53,100.0,statsbomb,event-level,2015/2016,Premier League
5602,Cristian Gamboa Luna,West Bromwich Albion,30,0,0,1,0.029631916,0,3,1,3,1,9,0,0,1,1,0,3.0,0.0,0.0,3.0,0.09,0.0,9.0,3.0,9.0,3.0,27.0,0.0,3.0,3.0,0.0,,statsbomb,event-level,2015/2016,Premier League
6560,Marc Muniesa Martínez,Stoke City,1117,0,0,3,0.05676740100000001,4,241,48,29,26,184,17,17,6,0,10,0.08057296329453895,0.0,0.0,0.24,0.0,0.32,19.42,3.87,2.34,2.09,14.83,1.37,0.48,0.0,0.81,100.0,statsbomb,event-level,2015/2016,Premier League
9551,Callum McManaman,West Bromwich Albion,297,0,1,8,0.5205207789999999,7,24,31,7,1,48,2,2,12,0,11,0.30303030303030304,0.0,0.3,2.42,0.16,2.12,7.27,9.39,2.12,0.3,14.55,0.61,3.64,0.0,3.33,100.0,statsbomb,event-level,2015/2016,Premier League
3041,Ciaran Clark,Aston Villa,1477,1,0,10,1.2308838428000002,3,238,42,23,32,174,63,63,6,2,2,0.06093432633716994,0.06,0.0,0.61,0.08,0.18,14.5,2.56,1.4,1.95,10.6,3.84,0.37,0.12,0.12,100.0,statsbomb,event-level,2015/2016,Premier League
3077,Jan Vertonghen,Tottenham Hotspur,2636,0,0,9,0.674199291,5,504,134,48,28,188,83,83,10,4,1,0.03414264036418816,0.0,0.0,0.31,0.02,0.17,17.21,4.58,1.64,0.96,6.42,2.83,0.34,0.14,0.03,100.0,statsbomb,event-level,2015/2016,Premier League
3086,Ben Davies,Tottenham Hotspur,1316,0,2,9,0.560651818,14,359,52,29,11,194,41,41,6,1,28,0.06838905775075987,0.0,0.14,0.62,0.04,0.96,24.55,3.56,1.98,0.75,13.27,2.8,0.41,0.07,1.91,100.0,statsbomb,event-level,2015/2016,Premier League
16067,Josh Onomah,Tottenham Hotspur,93,0,0,3,0.191308678,0,10,9,5,0,27,1,1,2,0,7,0.967741935483871,0.0,0.0,2.9,0.19,0.0,9.68,8.71,4.84,0.0,26.13,0.97,1.94,0.0,6.77,100.0,statsbomb,event-level,2015/2016,Premier League
42699,Gabriel Imuetinyan Agbonlahor,Aston Villa,1053,1,2,11,1.4350953469999999,11,44,24,8,3,182,36,36,6,0,10,0.08547008547008547,0.09,0.17,0.94,0.12,0.94,3.76,2.05,0.68,0.26,15.56,3.08,0.51,0.0,0.85,100.0,statsbomb,event-level,2015/2016,Premier League
42701,Kieran Richardson,Aston Villa,735,0,2,7,0.154056552,3,154,17,19,9,127,11,11,8,1,16,0.12244897959183673,0.0,0.24,0.86,0.02,0.37,18.86,2.08,2.33,1.1,15.55,1.35,0.98,0.12,1.96,100.0,statsbomb,event-level,2015/2016,Premier League
3300,Maya Yoshida,Southampton,1027,1,0,2,0.52635944,2,235,16,16,19,100,20,20,6,0,4,0.08763388510223953,0.09,0.0,0.18,0.05,0.18,20.59,1.4,1.4,1.67,8.76,1.75,0.53,0.0,0.35,100.0,statsbomb,event-level,2015/2016,Premier League
7745,Steven Berghuis,Watford,236,0,2,7,0.5190596494999999,6,49,15,5,2,60,1,1,4,3,13,0.3813559322033898,0.0,0.76,2.67,0.2,2.29,18.69,5.72,1.91,0.76,22.88,0.38,1.53,1.14,4.96,100.0,statsbomb,event-level,2015/2016,Premier League
3323,Tyrone Mings,AFC Bournemouth,11,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,8.181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.0,0.0,0.0,,statsbomb,event-level,2015/2016,Premier League
4826,Yohan Benalouane,Leicester City,68,0,0,0,0.0,0,12,0,0,3,8,4,4,0,0,0,1.3235294117647058,0.0,0.0,0.0,0.0,0.0,15.88,0.0,0.0,3.97,10.59,5.29,0.0,0.0,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
6296,Joe Dodoo,Leicester City,26,0,0,0,0.0,0,4,0,0,0,5,0,0,0,0,0,3.4615384615384617,0.0,0.0,0.0,0.0,0.0,13.85,0.0,0.0,0.0,17.31,0.0,0.0,0.0,0.0,,statsbomb,event-level,2015/2016,Premier League
3491,Dimitri Payet,West Ham United,2629,9,12,69,5.067430367299998,100,590,183,30,18,303,4,4,75,27,125,0.034233548877900345,0.31,0.41,2.36,0.17,3.42,20.2,6.26,1.03,0.62,10.37,0.14,2.57,0.92,4.28,100.0,statsbomb,event-level,2015/2016,Premier League
3595,Manuel Lanzini,West Ham United,1937,5,2,48,3.4465426719999996,32,250,163,36,25,278,6,6,51,6,24,0.04646360351058337,0.23,0.09,2.23,0.16,1.49,11.62,7.57,1.67,1.16,12.92,0.28,2.37,0.28,1.12,100.0,statsbomb,event-level,2015/2016,Premier League
3962,Diafra Sakho,West Ham United,1547,5,1,46,7.3521038910000005,12,79,47,15,6,255,77,77,22,1,23,0.058177117000646414,0.29,0.06,2.68,0.43,0.7,4.6,2.73,0.87,0.35,14.84,4.48,1.28,0.06,1.34,100.0,statsbomb,event-level,2015/2016,Premier League
4273,Reece Oxford,West Ham United,209,0,0,1,0.07030312,0,14,0,6,6,31,3,3,0,0,0,0.430622009569378,0.0,0.0,0.43,0.03,0.0,6.03,0.0,2.58,2.58,13.35,1.29,0.0,0.0,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
4837,Josh Cullen,West Ham United,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,statsbomb,event-level,2015/2016,Premier League
20066,Darren Randolph,West Ham United,550,0,0,1,0.050556086,0,175,8,0,0,0,0,0,0,0,0,0.16363636363636364,0.0,0.0,0.16,0.01,0.0,28.64,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,statsbomb,event-level,2015/2016,Premier League
3651,Matt Targett,Southampton,1085,0,1,3,0.144222356,4,249,13,17,17,123,22,22,3,0,27,0.08294930875576037,0.0,0.08,0.25,0.01,0.33,20.65,1.08,1.41,1.41,10.2,1.82,0.25,0.0,2.24,100.0,statsbomb,event-level,2015/2016,Premier League
3391,Rolando Aarons,Newcastle United,421,1,1,2,0.15101469,3,54,19,17,8,97,5,5,8,0,11,0.21377672209026127,0.21,0.21,0.43,0.03,0.64,11.54,4.06,3.63,1.71,20.74,1.07,1.71,0.0,2.35,100.0,statsbomb,event-level,2015/2016,Premier League
4828,Adlène Guédioura,Watford,456,0,2,13,0.312132211,10,126,15,17,16,85,18,18,15,3,19,0.19736842105263158,0.0,0.39,2.57,0.06,1.97,24.87,2.96,3.36,3.16,16.78,3.55,2.96,0.59,3.75,100.0,statsbomb,event-level,2015/2016,Premier League
4840,Massadio Haïdara,Newcastle United,560,0,0,3,0.0439196815,3,129,25,13,11,79,11,11,6,0,8,0.16071428571428573,0.0,0.0,0.48,0.01,0.48,20.73,4.02,2.09,1.77,12.7,1.77,0.96,0.0,1.29,100.0,statsbomb,event-level,2015/2016,Premier League
6870,José Manuel Jurado Marín,Watford,2013,0,0,36,1.5850886101000001,39,234,134,34,17,343,12,12,52,10,34,0.044709388971684055,0.0,0.0,1.61,0.07,1.74,10.46,5.99,1.52,0.76,15.34,0.54,2.32,0.45,1.52,100.0,statsbomb,event-level,2015/2016,Premier League
3659,Wilfredo Daniel Caballero,Manchester City,298,0,0,0,0.0,0,72,1,0,0,1,0,0,0,0,0,0.30201342281879195,0.0,0.0,0.0,0.0,0.0,21.74,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,statsbomb,event-level,2015/2016,Premier League
9958,Steven Caulker,Liverpool,196,0,0,4,0.324833245,1,34,6,3,1,11,10,10,1,0,0,0.45918367346938777,0.0,0.0,1.84,0.15,0.46,15.61,2.76,1.38,0.46,5.05,4.59,0.46,0.0,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
16932,Youssouf Chafiq Mulumbu Ngangu,Norwich City,373,0,0,3,0.18326662500000002,1,37,7,22,5,106,7,7,6,1,1,0.24128686327077747,0.0,0.0,0.72,0.04,0.24,8.93,1.69,5.31,1.21,25.58,1.69,1.45,0.24,0.24,100.0,statsbomb,event-level,2015/2016,Premier League
3509,Thibaut Courtois,Chelsea,2027,0,0,0,0.0,0,545,14,0,0,4,0,0,0,0,0,0.04440059200789344,0.0,0.0,0.0,0.0,0.0,24.2,0.62,0.0,0.0,0.18,0.0,0.0,0.0,0.0,,statsbomb,event-level,2015/2016,Premier League
4347,Jordan Amavi,Aston Villa,863,0,2,4,0.0751711596,6,215,44,40,14,154,27,27,18,0,34,0.10428736964078796,0.0,0.21,0.42,0.01,0.63,22.42,4.59,4.17,1.46,16.06,2.82,1.88,0.0,3.55,100.0,statsbomb,event-level,2015/2016,Premier League
30702,Brendan Joel Zibusiso Galloway,Everton,1236,0,1,9,0.938793719,4,174,39,50,11,243,11,11,3,1,6,0.07281553398058252,0.0,0.07,0.66,0.07,0.29,12.67,2.84,3.64,0.8,17.69,0.8,0.22,0.07,0.44,100.0,statsbomb,event-level,2015/2016,Premier League
3297,Andros Townsend,Newcastle United,1163,4,2,29,1.440451886,28,158,127,30,23,277,3,3,46,0,47,0.07738607050730868,0.31,0.15,2.24,0.11,2.17,12.23,9.83,2.32,1.78,21.44,0.23,3.56,0.0,3.64,100.0,statsbomb,event-level,2015/2016,Premier League
3534,Clinton Mua N''Jie,Tottenham Hotspur,202,0,1,7,0.49904967600000005,1,17,8,9,1,51,2,2,7,1,4,0.44554455445544555,0.0,0.45,3.12,0.22,0.45,7.57,3.56,4.01,0.45,22.72,0.89,3.12,0.45,1.78,100.0,statsbomb,event-level,2015/2016,Premier League
3973,Àngel Rangel Zaragoza,Swansea City,1863,0,0,14,0.6835989456,13,692,77,41,36,216,51,51,14,3,36,0.04830917874396135,0.0,0.0,0.68,0.03,0.63,33.43,3.72,1.98,1.74,10.43,2.46,0.68,0.14,1.74,100.0,statsbomb,event-level,2015/2016,Premier League
3482,James Collins,West Ham United,1473,0,0,13,0.9503093917,1,253,23,18,24,105,78,78,3,0,1,0.06109979633401222,0.0,0.0,0.79,0.06,0.06,15.46,1.41,1.1,1.47,6.42,4.77,0.18,0.0,0.06,100.0,statsbomb,event-level,2015/2016,Premier League
20543,Nikica Jelavić,West Ham United,378,1,1,11,1.8327274987,6,13,6,6,2,62,16,16,4,0,4,0.23809523809523808,0.24,0.24,2.62,0.44,1.43,3.1,1.43,1.43,0.48,14.76,3.81,0.95,0.0,0.95,100.0,statsbomb,event-level,2015/2016,Premier League
43695,Brede Hangeland,Crystal Palace,644,0,0,5,0.6918013279999999,0,105,19,10,4,43,50,50,3,1,0,0.13975155279503104,0.0,0.0,0.7,0.1,0.0,14.67,2.66,1.4,0.56,6.01,6.99,0.42,0.14,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
3052,Pablo Javier Zabaleta Girod,Manchester City,1059,0,1,3,0.094444591,0,201,18,39,16,171,22,22,4,0,10,0.08498583569405099,0.0,0.08,0.25,0.01,0.0,17.08,1.53,3.31,1.36,14.53,1.87,0.34,0.0,0.85,100.0,statsbomb,event-level,2015/2016,Premier League
3081,Jamaal Lascelles,Newcastle United,1140,2,0,4,0.838523107,2,157,28,12,31,99,64,64,3,1,2,0.07894736842105263,0.16,0.0,0.32,0.07,0.16,12.39,2.21,0.95,2.45,7.82,5.05,0.24,0.08,0.16,100.0,statsbomb,event-level,2015/2016,Premier League
42900,Cheik Ismaël Tioté,Newcastle United,1247,0,0,2,0.045869157,8,198,28,52,39,297,45,45,14,2,0,0.07217321571772253,0.0,0.0,0.14,0.0,0.58,14.29,2.02,3.75,2.81,21.44,3.25,1.01,0.14,0.0,100.0,statsbomb,event-level,2015/2016,Premier League
43757,Yoan Gouffran,Newcastle United,241,0,0,3,0.142816165,1,26,10,7,8,54,8,8,0,0,3,0.37344398340248963,0.0,0.0,1.12,0.05,0.37,9.71,3.73,2.61,2.99,20.17,2.99,0.0,0.0,1.12,100.0,statsbomb,event-level,2015/2016,Premier League
3619,Alex McCarthy,Crystal Palace,644,0,0,0,0.0,0,199,12,0,0,1,0,0,0,0,0,0.13975155279503104,0.0,0.0,0.0,0.0,0.0,27.81,1.68,0.0,0.0,0.14,0.0,0.0,0.0,0.0,,statsbomb,event-level,2015/2016,Premier League
